BRAVADO SPICE LLC,,,,,,,,,
General Ledger,,,,,,,,,
"January-December, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Description,Split,Amount,Balance
,Cost of Goods Sold,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,49.53,"1,621.23"
,Cost of Goods Sold,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,69.34,"1,690.57"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,25.92,"1,716.49"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Pineapple & Jalapeno Margarita Mix / 6 Pack / 17oz,12000 Accounts Receivable,21.00,"1,737.49"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Jalapeno & Garlic Seasoning,12000 Accounts Receivable,32.52,"1,770.01"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Garlic & Arbol Seasoning,12000 Accounts Receivable,27.84,"1,797.85"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Garlic & Arbol Moruga-Scorpion / 12 Pack / 5 OZ,12000 Accounts Receivable,42.48,"1,840.33"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Ghost Pepper & Blueberry / 12 Pack / 5 OZ,12000 Accounts Receivable,66.52,"1,906.85"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ,12000 Accounts Receivable,66.06,"1,972.91"
,Cost of Goods Sold,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Pineapple & Habanero / 12 Pack / 5 OZ,12000 Accounts Receivable,69.12,"2,042.03"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00993,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"2,071.10"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00993,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"2,091.50"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00993,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,"2,115.83"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00997,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"2,136.23"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00997,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"2,172.72"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00999,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"2,201.79"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00999,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,30.60,"2,232.39"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00998,Buc-ee's Ltd:Buc-ees 35 Temple TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,30.60,"2,262.99"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00998,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,"2,287.32"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01000,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"2,297.01"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01000,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"2,317.41"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01000,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"2,353.90"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01000,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"2,363.81"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01002,Buc-ee's Ltd:Buc-ees 39 Denton TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,48.45,"2,412.26"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01002,Buc-ee's Ltd:Buc-ees 39 Denton TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,10.20,"2,422.46"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01002,Buc-ee's Ltd:Buc-ees 39 Denton TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,48.65,"2,471.11"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01002,Buc-ee's Ltd:Buc-ees 39 Denton TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,29.72,"2,500.83"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01003,Buc-ee's Ltd:Buc-ees 40 Katy TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"2,520.64"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01003,Buc-ee's Ltd:Buc-ees 40 Katy TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,12.16,"2,532.80"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01003,Buc-ee's Ltd:Buc-ees 40 Katy TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"2,561.87"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00978,Buc-ee's Ltd:Buc-ees 43 Leeds AL,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"2,590.94"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00978,Buc-ee's Ltd:Buc-ees 43 Leeds AL,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,30.60,"2,621.54"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00978,Buc-ee's Ltd:Buc-ees 43 Leeds AL,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"2,641.35"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00979,Buc-ee's Ltd:Buc-ees 44 Melissa TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"2,670.42"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00979,Buc-ee's Ltd:Buc-ees 44 Melissa TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"2,680.33"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01006,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"2,690.02"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01006,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"2,726.51"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01007,Buc-ee's Ltd:Buc-ees 46 St Johns FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,60.82,"2,787.33"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01007,Buc-ee's Ltd:Buc-ees 46 St Johns FL,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"2,797.02"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01007,Buc-ee's Ltd:Buc-ees 46 St Johns FL,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,40.80,"2,837.82"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01009,Buc-ee's Ltd:Buc-ees 48 Ennis TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,"2,857.20"
,Cost of Goods Sold,05/29/2025,Invoice,BRV01009,Buc-ee's Ltd:Buc-ees 48 Ennis TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,"2,881.53"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00980,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"2,901.34"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00980,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,"2,920.72"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00980,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"2,941.12"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00982,Buc-ee's Ltd:Buc-ees 53 Florence SC,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,81.60,"3,022.72"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00982,Buc-ee's Ltd:Buc-ees 53 Florence SC,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"3,059.21"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00982,Buc-ee's Ltd:Buc-ees 53 Florence SC,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"3,069.12"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00985,Buc-ee's Ltd:Buc-ees 57 Athens AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"3,105.61"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00985,Buc-ee's Ltd:Buc-ees 57 Athens AL,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,30.60,"3,136.21"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00986,Buc-ee's Ltd:Buc-ees 58 Auburn AL,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"3,156.02"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00986,Buc-ee's Ltd:Buc-ees 58 Auburn AL,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,"3,175.40"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00986,Buc-ee's Ltd:Buc-ees 58 Auburn AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,12.16,"3,187.56"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00984,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,58.15,"3,245.71"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00984,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"3,265.52"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00984,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"3,302.01"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00984,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"3,322.41"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00989,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,58.15,"3,380.56"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00989,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,"3,404.89"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00990,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,29.72,"3,434.61"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00990,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,40.80,"3,475.41"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00990,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"3,504.48"
,Cost of Goods Sold,05/29/2025,Invoice,BRV00990,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"3,540.97"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00994,Buc-ee's Ltd:Buc-ees 28 Bastrop TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,48.65,"3,589.62"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01001,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"3,618.69"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01001,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"3,639.09"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01001,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,12.16,"3,651.25"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01004,Buc-ee's Ltd:Buc-ees 42 Loxley AL,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,"3,670.63"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01004,Buc-ee's Ltd:Buc-ees 42 Loxley AL,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,30.60,"3,701.23"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01004,Buc-ee's Ltd:Buc-ees 42 Loxley AL,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"3,711.14"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01008,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,72.98,"3,784.12"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01008,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,38.76,"3,822.88"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01008,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"3,832.79"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01008,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,40.80,"3,873.59"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00981,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,72.98,"3,946.57"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00981,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"3,956.48"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00981,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"3,966.17"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01005,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,72.98,"4,039.15"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01005,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"4,068.22"
,Cost of Goods Sold,05/30/2025,Invoice,BRV01005,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"4,088.03"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00983,Buc-ee's Ltd:Buc-ees 55 Richmond KY,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,58.15,"4,146.18"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00983,Buc-ee's Ltd:Buc-ees 55 Richmond KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,48.65,"4,194.83"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00983,Buc-ee's Ltd:Buc-ees 55 Richmond KY,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,40.80,"4,235.63"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00987,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"4,256.03"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00987,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,"4,275.41"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00988,Buc-ee's Ltd:Buc-ees 60 Johnstown,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,102.00,"4,377.41"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00988,Buc-ee's Ltd:Buc-ees 60 Johnstown,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,72.98,"4,450.39"
,Cost of Goods Sold,05/30/2025,Invoice,BRV00988,Buc-ee's Ltd:Buc-ees 60 Johnstown,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,"4,479.46"
,Cost of Goods Sold,05/31/2025,Journal Entry,AJE-434,,To reclass Cost of Goods Sold to Co-Packer COGS for  May 2025,,"-4,479.46",$0.00
,Cost of Goods Sold,06/03/2025,Invoice,7907107,Spec's Liquor Stores,Pineapple & Jalapeno Margarita Mix / 12 Pack / 750ml,12000 Accounts Receivable,648.00,648.00
,Cost of Goods Sold,06/03/2025,Invoice,7907107,Spec's Liquor Stores,Classic Margarita Mix,12000 Accounts Receivable,216.00,864.00
,Cost of Goods Sold,06/03/2025,Invoice,7907107,Spec's Liquor Stores,Pineapple & Habanero / 12 Pack / 5 OZ,12000 Accounts Receivable,34.56,898.56
,Cost of Goods Sold,06/03/2025,Invoice,7907107,Spec's Liquor Stores,Ghost Pepper & Blueberry / 12 Pack / 5 OZ,12000 Accounts Receivable,33.26,931.82
,Cost of Goods Sold,06/10/2025,Invoice,BRV01026,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,30.60,962.42
,Cost of Goods Sold,06/10/2025,Invoice,BRV01026,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,38.76,"1,001.18"
,Cost of Goods Sold,06/10/2025,Invoice,BRV01026,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"1,011.09"
,Cost of Goods Sold,06/10/2025,Invoice,BRV01026,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"1,047.58"
,Cost of Goods Sold,06/10/2025,Invoice,BRV01027,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,10.20,"1,057.78"
,Cost of Goods Sold,06/10/2025,Invoice,BRV01027,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,"1,077.59"
,Cost of Goods Sold,06/10/2025,Invoice,BRV01027,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"1,087.28"
,Cost of Goods Sold,06/10/2025,Invoice,A440216,Pepper Paradise | Airgoods,Aka Miso Ghost-Reaper / 12 Pack / 5OZ / 5 OZ,12000 Accounts Receivable,25.92,"1,113.20"
,Cost of Goods Sold,06/10/2025,Invoice,A440216,Pepper Paradise | Airgoods,Ancho Masala Scorpion-Reaper / 5 OZ / 12 Pack,12000 Accounts Receivable,28.35,"1,141.55"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01025,Buc-ee's Ltd:Buc-ees 18 Waller TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,29.72,"1,171.27"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01025,Buc-ee's Ltd:Buc-ees 18 Waller TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,12.16,"1,183.43"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01029,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"1,203.83"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01029,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,"1,228.16"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01028,Buc-ee's Ltd:Buc-ees 28 Bastrop TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,48.65,"1,276.81"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01030,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,10.20,"1,287.01"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01030,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"1,296.92"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01030,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"1,306.61"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01030,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,12.16,"1,318.77"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01031,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,72.98,"1,391.75"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01031,Buc-ee's Ltd:Buc-ees 35 Temple TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,10.20,"1,401.95"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01032,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,40.80,"1,442.75"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01032,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,"1,462.13"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01032,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,60.82,"1,522.95"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01033,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,40.80,"1,563.75"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01033,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,38.76,"1,602.51"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01033,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,"1,639.00"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01033,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,"1,648.91"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01034,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,9.69,"1,658.60"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01034,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,10.20,"1,668.80"
,Cost of Goods Sold,06/12/2025,Invoice,BRV01034,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,"1,693.13"
